,batting_team,bowling_team,city,current_score,balls_left,wickets_left,current_run_rate,last_five_over_runs,final_score
35079,South Africa,Australia,Sydney,39,90,10,7.8,39.0,145
14024,Pakistan,Sri Lanka,Colombo,83,52,8,7.323529411764706,39.0,175
48320,West Indies,Bangladesh,Johannesburg,85,53,9,7.611940298507463,52.0,164
4289,Sri Lanka,England,St Lucia,92,23,6,5.690721649484536,28.0,128
12424,Sri Lanka,Pakistan,Mirpur,93,43,10,7.246753246753247,37.0,150
43072,New Zealand,Pakistan,Wellington,124,37,6,8.963855421686747,47.0,196
46417,Australia,India,Sydney,55,84,9,9.166666666666666,52.0,171
8902,Afghanistan,West Indies,St Kitts,45,88,8,8.4375,45.0,146
21278,Sri Lanka,Pakistan,Colombo,137,13,5,7.682242990654205,40.0,172
35600,Pakistan,Bangladesh,Mirpur,71,65,8,7.745454545454545,28.0,190
4678,Australia,England,Melbourne,141,3,3,7.230769230769231,45.0,147
17073,Australia,England,Manchester,72,49,7,6.084507042253521,24.0,145
1998,New Zealand,South Africa,Durban,50,61,4,5.084745762711864,31.0,86
38011,Pakistan,England,Cardiff,121,4,6,6.258620689655173,36.0,126
32786,New Zealand,England,St Lucia,106,32,7,7.2272727272727275,45.0,149
29771,Bangladesh,West Indies,St Kitts,46,77,6,6.4186046511627906,34.0,118
7369,Australia,England,Adelaide,113,32,8,7.704545454545454,27.0,157
22833,New Zealand,West Indies,Auckland,54,78,8,7.714285714285714,42.0,155
2862,Australia,South Africa,Johannesburg,105,55,8,9.692307692307692,31.0,196
32259,Australia,Sri Lanka,Melbourne,76,58,10,7.354838709677419,31.0,168
8780,Sri Lanka,India,Chandigarh,74,83,9,12.0,58.0,206
49223,Pakistan,Bangladesh,Mirpur,116,14,4,6.566037735849057,26.0,135
46182,West Indies,Pakistan,Mirpur,51,73,8,6.51063829787234,30.0,166
16445,New Zealand,Sri Lanka,Mount Maunganui,101,55,9,9.323076923076924,43.0,182
1351,England,Afghanistan,Colombo,188,5,6,9.808695652173913,79.0,196
36876,Pakistan,New Zealand,Dubai,116,31,5,7.820224719101123,37.0,161
49917,Pakistan,England,Dubai,63,74,9,8.217391304347826,31.0,144
39792,Australia,India,Sydney,139,29,8,9.164835164835164,53.0,186
166,West Indies,Australia,St Lucia,42,79,8,6.146341463414634,31.0,150
16563,Australia,West Indies,London,60,63,7,6.315789473684211,34.0,169
9207,India,Bangladesh,Nagpur,121,34,7,8.44186046511628,57.0,174
12796,West Indies,New Zealand,Pallekele,96,47,6,7.890410958904109,32.0,139
31425,Sri Lanka,Bangladesh,Colombo,106,27,5,6.838709677419355,52.0,159
27916,New Zealand,Pakistan,Dubai,132,3,3,6.769230769230769,26.0,135
2924,Australia,South Africa,Johannesburg,196,0,4,9.8,44.0,196
43,West Indies,India,Lauderhill,34,78,5,4.857142857142857,26.0,95
15715,Australia,England,Southampton,69,54,7,6.2727272727272725,30.0,157
41059,Pakistan,South Africa,Centurion,69,75,9,9.2,48.0,195
36817,Pakistan,New Zealand,Dubai,33,88,10,6.1875,33.0,161
16981,Sri Lanka,Bangladesh,Chittagong,140,16,4,8.076923076923077,35.0,168
48229,India,West Indies,Lauderhill,133,20,6,7.98,35.0,167
11781,New Zealand,South Africa,Centurion,69,72,9,8.625,48.0,177
28275,Sri Lanka,England,Southampton,141,17,3,8.21359223300971,33.0,163
35837,India,England,Cardiff,36,78,7,5.142857142857143,29.0,148
6938,South Africa,England,Southampton,33,90,7,6.6,33.0,142
33,West Indies,India,Lauderhill,29,88,6,5.4375,28.0,95
11207,Sri Lanka,Pakistan,London,120,29,7,7.912087912087912,32.0,150
3298,Sri Lanka,India,Nagpur,91,58,9,8.806451612903226,48.0,215
33761,New Zealand,Pakistan,Hamilton,85,56,9,7.96875,40.0,185
20533,West Indies,Sri Lanka,Pallekele,90,26,7,5.74468085106383,35.0,129
31277,Pakistan,Sri Lanka,Colombo,94,50,7,8.057142857142857,38.0,172
23498,England,Afghanistan,Delhi,74,41,4,5.620253164556962,23.0,142
44707,New Zealand,Australia,Christchurch,68,71,8,8.326530612244898,32.0,214
9732,Pakistan,England,Dubai,115,9,3,6.216216216216216,39.0,129
34540,Australia,Pakistan,Dubai,81,15,2,4.628571428571429,23.0,89
26105,South Africa,Pakistan,Colombo,41,63,7,4.315789473684211,16.0,133
6957,South Africa,England,Southampton,54,71,7,6.612244897959184,27.0,142
39250,England,Australia,Melbourne,55,70,7,6.6,27.0,137
13177,South Africa,Australia,Cape Town,118,37,8,8.53012048192771,38.0,178
21592,Sri Lanka,England,Pallekele,54,77,9,7.534883720930233,37.0,169
13187,South Africa,Australia,Cape Town,126,27,7,8.129032258064516,37.0,178
18577,India,Bangladesh,Delhi,125,8,4,6.696428571428571,40.0,148
777,Pakistan,New Zealand,Dubai,33,84,9,5.5,32.0,166
23217,Bangladesh,Pakistan,Lahore,50,73,10,6.382978723404255,35.0,141
39658,Australia,England,Southampton,153,38,8,11.195121951219512,62.0,248
36948,South Africa,England,Cape Town,43,82,7,6.7894736842105265,35.0,154
9101,Australia,West Indies,Mirpur,151,15,5,8.628571428571428,44.0,178
26140,South Africa,Pakistan,Colombo,87,28,6,5.673913043478261,39.0,133
1099,Pakistan,New Zealand,Hamilton,147,4,4,7.603448275862069,54.0,163
42987,Pakistan,New Zealand,Mount Maunganui,181,0,4,9.05,59.0,181
44147,India,England,Colombo,139,15,7,7.942857142857143,46.0,170
26357,West Indies,Pakistan,St Lucia,81,58,9,7.838709677419355,43.0,150
30430,India,Australia,Melbourne,53,42,4,4.076923076923077,15.0,74
44274,Sri Lanka,India,Colombo,137,15,3,7.828571428571428,33.0,170
8032,England,West Indies,Barbados,58,90,10,11.6,58.0,165
48821,Australia,India,Mumbai,111,40,7,8.325,41.0,166
50690,South Africa,England,Centurion,136,40,7,10.2,48.0,222
47856,Sri Lanka,Australia,Pallekele,137,15,3,7.828571428571428,27.0,157
36838,Pakistan,New Zealand,Dubai,64,68,8,7.384615384615385,46.0,161
12641,New Zealand,England,Delhi,64,74,9,8.347826086956522,41.0,153
22653,West Indies,England,Pallekele,154,13,6,8.63551401869159,38.0,179
45160,West Indies,Pakistan,Barbados,111,0,2,5.55,44.0,111
29343,West Indies,India,Mirpur,100,12,5,5.555555555555555,34.0,129
23130,Australia,South Africa,Johannesburg,86,39,6,6.37037037037037,37.0,147
38330,England,West Indies,Barbados,65,54,7,5.909090909090909,34.0,152
42940,Pakistan,New Zealand,Mount Maunganui,97,45,8,7.76,42.0,181
8720,Bangladesh,Pakistan,Pallekele,146,17,6,8.504854368932039,39.0,175
4722,South Africa,Sri Lanka,Cape Town,54,79,9,7.902439024390244,36.0,169
43707,India,West Indies,Mumbai,174,27,8,11.225806451612904,47.0,240
46447,Australia,India,Sydney,85,54,8,7.7272727272727275,30.0,171
37087,West Indies,Sri Lanka,Colombo,73,70,8,8.76,57.0,162
47659,West Indies,New Zealand,Wellington,37,86,9,6.529411764705882,35.0,159
48050,South Africa,West Indies,London,71,70,9,8.52,44.0,183
47588,West Indies,India,Lauderhill,197,33,9,13.586206896551724,70.0,245
7844,India,New Zealand,Delhi,125,35,10,8.823529411764707,50.0,202
2168,India,Australia,Durban,184,2,6,9.35593220338983,58.0,188
49101,Sri Lanka,India,Colombo,161,11,6,8.862385321100918,52.0,171
18516,India,Bangladesh,Delhi,54,68,8,6.230769230769231,33.0,148
46366,West Indies,England,London,112,15,3,6.4,33.0,125
32628,Sri Lanka,Pakistan,Dubai,59,67,8,6.679245283018868,30.0,145
13645,New Zealand,England,Hamilton,86,59,9,8.459016393442623,35.0,192
24423,Sri Lanka,New Zealand,Auckland,73,45,4,5.84,33.0,142
1619,West Indies,Sri Lanka,Colombo,22,72,8,2.75,16.0,137
36460,Australia,Sri Lanka,Adelaide,70,76,10,9.545454545454545,49.0,187
22504,Australia,Sri Lanka,Adelaide,154,39,9,11.407407407407407,69.0,233
5796,Pakistan,England,Cardiff,155,8,5,8.303571428571429,37.0,173
3934,India,West Indies,Trinidad,83,36,6,5.928571428571429,24.0,159
37103,West Indies,Sri Lanka,Colombo,83,55,7,7.661538461538462,22.0,162
44073,India,England,Colombo,45,88,9,8.4375,40.0,170
34285,Sri Lanka,Australia,Melbourne,110,21,5,6.666666666666667,36.0,142
47568,West Indies,India,Lauderhill,166,53,9,14.865671641791044,76.0,245
20070,New Zealand,Bangladesh,Mirpur,202,0,5,10.1,51.0,204
33178,Pakistan,South Africa,Centurion,144,14,4,8.150943396226415,43.0,168
21227,Sri Lanka,Pakistan,Colombo,64,63,6,6.7368421052631575,28.0,172
11229,Sri Lanka,Pakistan,London,139,8,5,7.446428571428571,29.0,150
28075,South Africa,England,Centurion,51,90,10,10.2,50.0,241
2792,India,Australia,Melbourne,184,0,7,9.2,50.0,184
50597,Bangladesh,India,Mirpur,124,11,5,6.825688073394495,41.0,138
34974,Sri Lanka,Bangladesh,Johannesburg,49,72,8,6.125,30.0,147
27727,South Africa,Sri Lanka,Johannesburg,61,65,9,6.654545454545454,36.0,198
21464,India,England,Durban,55,79,10,8.048780487804878,40.0,218
25877,India,South Africa,Centurion,101,46,6,8.18918918918919,45.0,188
45641,Australia,Sri Lanka,Pallekele,211,20,8,12.66,81.0,263
28364,Sri Lanka,India,Mumbai,72,53,6,6.447761194029851,33.0,135
23713,New Zealand,Sri Lanka,Wellington,82,71,8,10.040816326530612,45.0,162
8034,England,West Indies,Barbados,59,88,10,11.0625,59.0,165
28129,South Africa,England,Centurion,179,36,9,12.785714285714286,63.0,241
41333,West Indies,England,London,51,50,7,4.371428571428571,24.0,113
40495,South Africa,West Indies,Cape Town,146,13,6,8.186915887850468,46.0,165
44078,India,England,Colombo,53,83,9,8.594594594594595,43.0,170
36750,Pakistan,West Indies,Trinidad,98,34,6,6.837209302325581,32.0,137
32002,England,New Zealand,Manchester,78,68,8,9.0,48.0,191
48698,West Indies,England,Barbados,109,42,8,8.384615384615385,44.0,170
44104,India,England,Colombo,81,58,9,7.838709677419355,35.0,170
8332,South Africa,England,Mumbai,159,33,7,10.96551724137931,42.0,229
13616,New Zealand,England,Hamilton,52,88,10,9.75,51.0,192
3920,India,West Indies,Trinidad,71,49,6,6.0,23.0,159
10464,New Zealand,India,Hamilton,171,23,7,10.577319587628866,58.0,212
50170,Australia,Bangladesh,Barbados,52,63,7,5.473684210526316,24.0,141
7801,India,New Zealand,Delhi,54,76,10,7.363636363636363,34.0,202
12135,Pakistan,Australia,Mirpur,30,88,8,5.625,25.0,191
17968,South Africa,Pakistan,Cape Town,183,7,5,9.716814159292035,45.0,192
21506,India,England,Durban,122,40,10,9.15,50.0,218
15538,South Africa,Australia,Durban,62,81,9,9.538461538461538,56.0,80
30057,Australia,South Africa,Adelaide,93,43,6,7.246753246753247,42.0,144
30632,Pakistan,Australia,Dubai,49,54,4,4.454545454545454,16.0,96
5866,India,Pakistan,Durban,64,60,6,6.4,36.0,141
35218,Sri Lanka,Pakistan,Lahore,55,74,7,7.173913043478261,31.0,147
46095,England,Pakistan,Manchester,75,61,8,7.627118644067797,50.0,131
9304,England,New Zealand,Hamilton,85,60,8,8.5,48.0,194
37884,Pakistan,England,Barbados,126,6,3,6.631578947368421,26.0,147
39119,Australia,India,Sydney,69,74,8,9.0,45.0,197
12164,Pakistan,Australia,Mirpur,81,60,8,8.1,51.0,191
14650,Bangladesh,South Africa,Cape Town,102,49,4,8.619718309859154,25.0,144
28830,Sri Lanka,West Indies,London,106,25,7,6.6947368421052635,32.0,158
1929,Pakistan,West Indies,Trinidad,118,8,2,6.321428571428571,40.0,132
11465,Pakistan,South Africa,Abu Dhabi,95,22,2,5.816326530612245,15.0,119
12625,New Zealand,England,Delhi,39,89,9,7.548387096774194,34.0,153
1336,England,Afghanistan,Colombo,141,17,7,8.21359223300971,50.0,196
39402,India,West Indies,London,72,44,6,5.684210526315789,25.0,153
38308,England,West Indies,Barbados,38,75,7,5.066666666666666,24.0,152
26651,Sri Lanka,Pakistan,Abu Dhabi,129,19,6,7.663366336633663,29.0,141
33180,Pakistan,South Africa,Centurion,145,12,3,8.055555555555555,37.0,168
41235,West Indies,South Africa,Johannesburg,90,25,4,5.684210526315789,40.0,131
30068,Australia,South Africa,Adelaide,102,32,6,6.954545454545454,37.0,144
48956,Australia,England,Sydney,137,30,6,9.133333333333333,54.0,195
5225,Australia,India,Barbados,94,62,10,9.724137931034482,53.0,184
49542,Bangladesh,West Indies,Lauderhill,84,68,8,9.692307692307692,32.0,184
5273,Australia,India,Barbados,172,15,7,9.82857142857143,46.0,184
37861,Pakistan,England,Barbados,103,28,5,6.717391304347826,26.0,147
16234,Australia,South Africa,Melbourne,154,24,4,9.625,40.0,182
24550,West Indies,England,London,108,44,7,8.526315789473685,51.0,169
7487,Pakistan,England,Cardiff,55,35,4,3.8823529411764706,20.0,89
35609,Pakistan,Bangladesh,Mirpur,79,56,7,7.40625,31.0,190
25073,South Africa,Australia,Colombo,110,15,5,6.285714285714286,33.0,146
18581,India,Bangladesh,Delhi,134,4,4,6.931034482758621,42.0,148
10611,Sri Lanka,Australia,Colombo,125,1,1,6.302521008403361,32.0,128
2899,Australia,South Africa,Johannesburg,156,23,6,9.649484536082474,42.0,196
31131,India,New Zealand,Wellington,92,46,7,7.45945945945946,35.0,149
50419,Sri Lanka,Pakistan,Dubai,83,62,10,8.586206896551724,38.0,211
14615,Bangladesh,South Africa,Cape Town,73,81,6,11.23076923076923,65.0,144
21871,Australia,Pakistan,Melbourne,77,56,7,7.21875,28.0,127
35108,South Africa,Australia,Sydney,81,62,9,8.379310344827585,43.0,145
7504,Pakistan,England,Cardiff,78,21,3,4.7272727272727275,31.0,89
13150,South Africa,Australia,Cape Town,83,64,8,8.892857142857142,32.0,178
39621,Australia,England,Southampton,82,74,9,10.695652173913043,53.0,248
19443,India,England,Manchester,163,7,2,8.654867256637168,46.0,165
21390,England,South Africa,Cape Town,106,24,4,6.625,27.0,134
19642,England,Australia,Southampton,77,53,7,6.895522388059701,43.0,145
47289,South Africa,Australia,Cape Town,38,81,8,5.846153846153846,34.0,146
2596,New Zealand,Australia,Auckland,92,68,10,10.615384615384615,50.0,243
37636,Sri Lanka,South Africa,Cape Town,123,4,3,6.362068965517241,30.0,134
927,Pakistan,New Zealand,Wellington,41,56,4,3.84375,19.0,105
39172,Australia,India,Sydney,149,25,7,9.410526315789474,57.0,197
4366,Pakistan,Australia,Colombo,41,72,8,5.125,29.0,149
22279,South Africa,Australia,Centurion,135,11,5,7.431192660550459,51.0,156
36259,West Indies,Bangladesh,Mirpur,123,29,6,8.10989010989011,41.0,197
24899,Pakistan,Australia,Dubai,56,65,9,6.109090909090909,29.0,151
12897,West Indies,New Zealand,Auckland,43,67,7,4.867924528301887,29.0,126
20378,Australia,Pakistan,Dubai,103,61,10,10.474576271186441,62.0,168
45703,New Zealand,Pakistan,Cape Town,46,80,10,6.9,42.0,143
539,South Africa,England,Cape Town,52,78,9,7.428571428571429,46.0,191
26888,South Africa,Australia,Johannesburg,145,27,6,9.35483870967742,48.0,204
23722,New Zealand,Sri Lanka,Wellington,94,63,8,9.894736842105264,41.0,162
3823,Sri Lanka,Bangladesh,Pallekele,147,21,6,8.909090909090908,47.0,198
22855,New Zealand,West Indies,Auckland,76,57,7,7.238095238095238,37.0,155
7554,New Zealand,Sri Lanka,Pallekele,43,83,8,6.972972972972973,40.0,142
15471,South Africa,England,Cape Town,139,24,7,8.6875,44.0,179
29927,New Zealand,Bangladesh,Mount Maunganui,107,48,7,8.916666666666666,52.0,195
461,England,South Africa,Nottingham,84,35,4,5.929411764705883,41.0,111
32410,Bangladesh,Sri Lanka,Colombo,103,35,5,7.270588235294118,31.0,155
15346,South Africa,England,Manchester,41,90,7,8.2,41.0,77
24202,South Africa,Sri Lanka,Centurion,74,78,7,10.571428571428571,50.0,126
30878,Pakistan,Australia,Abu Dhabi,80,56,9,7.5,36.0,155
1533,England,Australia,Southampton,114,35,5,8.047058823529412,31.0,179
30192,South Africa,New Zealand,Auckland,138,31,7,9.303370786516854,40.0,185
38466,South Africa,Bangladesh,Johannesburg,115,39,4,8.518518518518519,37.0,118
44146,India,England,Colombo,135,16,7,7.788461538461538,43.0,170
28211,Sri Lanka,England,Southampton,68,78,10,9.714285714285714,57.0,163
32183,India,South Africa,Durban,153,12,5,8.5,44.0,168
50813,Pakistan,New Zealand,Auckland,67,46,5,5.4324324324324325,35.0,153
30762,England,West Indies,Mumbai,93,51,8,8.08695652173913,42.0,182
17438,New Zealand,Sri Lanka,Lauderhill,52,59,5,5.114754098360656,37.0,81
30406,India,Australia,Melbourne,40,65,5,4.363636363636363,20.0,74
39016,Sri Lanka,Australia,Pallekele,84,52,8,7.411764705882353,35.0,198
26613,Sri Lanka,Pakistan,Abu Dhabi,93,57,7,8.857142857142858,32.0,141
45774,New Zealand,Pakistan,Cape Town,121,11,3,6.660550458715596,36.0,143
2470,West Indies,England,Nottingham,48,67,7,5.433962264150943,31.0,172
3714,New Zealand,Sri Lanka,Colombo,136,4,3,7.0344827586206895,39.0,141
25147,India,New Zealand,Christchurch,76,64,5,8.142857142857142,35.0,162
29453,South Africa,Australia,Centurion,88,28,4,5.739130434782608,21.0,128
20650,New Zealand,India,Johannesburg,110,33,5,7.586206896551724,37.0,190
13778,Australia,South Africa,Durban,98,49,5,8.28169014084507,27.0,157
14019,Pakistan,Sri Lanka,Colombo,74,57,8,7.0476190476190474,32.0,175
16725,India,New Zealand,Hamilton,130,25,7,8.210526315789474,34.0,179
11061,Afghanistan,Sri Lanka,Kolkata,75,42,6,5.769230769230769,31.0,153
37109,West Indies,Sri Lanka,Colombo,97,50,6,8.314285714285715,31.0,162
13873,Bangladesh,Sri Lanka,Colombo,73,79,9,10.682926829268293,56.0,176
20266,New Zealand,Bangladesh,Mount Maunganui,76,50,7,6.514285714285714,34.0,194
42570,West Indies,Australia,Colombo,120,38,7,8.78048780487805,38.0,191
19124,Pakistan,South Africa,Nottingham,48,80,8,7.2,31.0,149
44087,India,England,Colombo,64,75,9,8.533333333333333,40.0,170
15854,Pakistan,New Zealand,Christchurch,106,38,7,7.7560975609756095,25.0,183
29081,Pakistan,Australia,Dubai,117,19,7,6.9504950495049505,32.0,147
15649,Afghanistan,Bangladesh,Mirpur,72,17,0,4.194174757281553,13.0,72
42802,Sri Lanka,South Africa,Chittagong,84,60,7,8.4,41.0,165
39020,Sri Lanka,Australia,Pallekele,93,48,8,7.75,42.0,198
1620,West Indies,Sri Lanka,Colombo,22,71,8,2.693877551020408,16.0,137
19424,India,England,Manchester,131,25,5,8.273684210526316,30.0,165
36991,South Africa,England,Cape Town,91,40,7,6.825,36.0,154
43675,India,West Indies,Mumbai,122,58,10,11.806451612903226,50.0,240
24319,New Zealand,India,Auckland,148,28,7,9.652173913043478,53.0,203
42201,India,South Africa,Durban,95,33,6,6.551724137931035,46.0,153
41243,West Indies,South Africa,Johannesburg,99,17,4,5.766990291262136,41.0,131
25014,South Africa,Australia,Colombo,49,72,7,6.125,33.0,146
33737,New Zealand,Pakistan,Hamilton,54,80,9,8.1,48.0,185
48092,South Africa,West Indies,London,142,28,7,9.26086956521739,54.0,183
37559,Sri Lanka,South Africa,Cape Town,52,76,7,7.090909090909091,45.0,134
23361,South Africa,Bangladesh,Mirpur,76,54,8,6.909090909090909,39.0,148
21203,Sri Lanka,Pakistan,Colombo,44,87,8,8.0,39.0,172
25069,South Africa,Australia,Colombo,106,19,5,6.297029702970297,32.0,146
13665,New Zealand,England,Hamilton,112,39,8,8.296296296296296,37.0,192
26280,South Africa,India,Johannesburg,111,13,4,6.224299065420561,36.0,126
6651,South Africa,New Zealand,Barbados,153,9,7,8.27027027027027,56.0,170
4639,Australia,England,Melbourne,87,42,5,6.6923076923076925,18.0,147
37951,Pakistan,England,Cardiff,58,63,7,6.105263157894737,20.0,126
45501,West Indies,Australia,Colombo,113,36,8,8.071428571428571,49.0,205
28085,South Africa,England,Centurion,72,80,10,10.8,64.0,241
7582,New Zealand,Sri Lanka,Pallekele,65,55,6,6.0,26.0,142
2572,New Zealand,Australia,Auckland,52,91,10,10.758620689655173,48.0,243
21586,Sri Lanka,England,Pallekele,46,83,9,7.45945945945946,35.0,169
24070,Australia,Pakistan,St Lucia,55,84,9,9.166666666666666,50.0,191
6939,South Africa,England,Southampton,37,89,7,7.161290322580645,36.0,142
20605,New Zealand,India,Johannesburg,62,76,9,8.454545454545455,43.0,190
11464,Pakistan,South Africa,Abu Dhabi,95,23,2,5.876288659793815,15.0,119
16918,Sri Lanka,Bangladesh,Chittagong,67,77,8,9.348837209302326,53.0,168
42457,Sri Lanka,Pakistan,Colombo,102,26,8,6.51063829787234,34.0,139
17104,Australia,England,Manchester,116,19,7,6.891089108910891,43.0,145
8175,India,South Africa,Colombo,59,69,7,6.9411764705882355,36.0,152
29098,Pakistan,Australia,Dubai,139,3,4,7.128205128205129,37.0,147
33119,Pakistan,South Africa,Centurion,74,68,8,8.538461538461538,35.0,168
45595,Australia,Sri Lanka,Pallekele,98,65,9,10.690909090909091,46.0,263
35638,Pakistan,Bangladesh,Mirpur,130,29,7,8.571428571428571,52.0,190
38753,Sri Lanka,England,Chittagong,42,84,9,7.0,38.0,189
42601,West Indies,Australia,Colombo,174,8,4,9.321428571428571,54.0,191
492,England,South Africa,Nottingham,104,6,2,5.473684210526316,16.0,111
9092,Australia,West Indies,Mirpur,136,23,5,8.412371134020619,36.0,178
27515,Sri Lanka,West Indies,Pallekele,137,27,8,8.838709677419354,40.0,215
18382,South Africa,England,Chittagong,61,76,10,8.318181818181818,39.0,196
16309,India,Bangladesh,Colombo,64,71,10,7.836734693877551,45.0,176
4835,South Africa,Afghanistan,Barbados,49,88,8,9.1875,45.0,139
30855,Pakistan,Australia,Abu Dhabi,48,79,9,7.024390243902439,33.0,155
44945,Pakistan,New Zealand,Auckland,58,82,10,9.157894736842104,48.0,201
9492,Bangladesh,Australia,Mirpur,146,4,6,7.551724137931035,29.0,153
28001,England,New Zealand,Christchurch,115,39,6,8.518518518518519,38.0,193
35136,South Africa,Australia,Sydney,113,34,8,7.883720930232558,34.0,145
24211,South Africa,Sri Lanka,Centurion,95,70,7,11.4,53.0,126
21764,West Indies,New Zealand,Lauderhill,117,36,8,8.357142857142858,53.0,209
12924,West Indies,New Zealand,Auckland,76,40,6,5.7,34.0,126
21461,India,England,Durban,46,82,10,7.2631578947368425,35.0,218
35285,Sri Lanka,Pakistan,Lahore,134,12,6,7.444444444444445,42.0,147
29074,Pakistan,Australia,Dubai,106,26,7,6.76595744680851,31.0,147
41529,Pakistan,England,Manchester,50,85,10,8.571428571428571,45.0,195
38651,Pakistan,New Zealand,Abu Dhabi,59,63,8,6.2105263157894735,40.0,148
49684,England,Pakistan,London,94,59,8,9.245901639344263,31.0,185
1518,England,Australia,Southampton,103,50,6,8.82857142857143,51.0,179
41936,South Africa,New Zealand,Johannesburg,93,51,8,8.08695652173913,34.0,133
36097,Australia,India,Sydney,80,67,8,9.056603773584905,33.0,194
20729,South Africa,New Zealand,Wellington,47,74,7,6.130434782608695,30.0,147
48309,West Indies,Bangladesh,Johannesburg,63,64,9,6.75,39.0,164
25034,South Africa,Australia,Colombo,69,52,6,6.088235294117647,34.0,146
49811,England,South Africa,Johannesburg,89,57,7,8.476190476190476,36.0,202
15303,Sri Lanka,West Indies,Nottingham,175,12,6,9.722222222222221,45.0,192
20546,West Indies,Sri Lanka,Pallekele,115,13,6,6.4485981308411215,45.0,129
39897,West Indies,Afghanistan,St Kitts,81,49,8,6.845070422535211,18.0,112
22644,West Indies,England,Pallekele,142,22,7,8.693877551020408,34.0,179
42947,Pakistan,New Zealand,Mount Maunganui,106,38,8,7.7560975609756095,42.0,181
20105,West Indies,Australia,Barbados,52,88,10,9.75,47.0,160
10530,Sri Lanka,Australia,Colombo,51,78,8,7.285714285714286,41.0,128
21043,Afghanistan,India,St Lucia,108,6,3,5.684210526315789,28.0,115
10211,India,Sri Lanka,Pallekele,121,29,8,7.978021978021978,44.0,155
31161,India,New Zealand,Wellington,123,16,4,7.096153846153846,31.0,149
50698,South Africa,England,Centurion,152,33,7,10.482758620689655,53.0,222
4074,Pakistan,India,Mirpur,101,22,6,6.183673469387755,29.0,130
13281,Sri Lanka,West Indies,Bangalore,57,54,5,5.181818181818182,16.0,122
30413,India,Australia,Melbourne,45,58,5,4.354838709677419,22.0,74
12683,New Zealand,England,Delhi,113,34,7,7.883720930232558,29.0,153
11600,West Indies,India,Lauderhill,133,11,1,7.321100917431193,33.0,143
29529,South Africa,New Zealand,London,50,74,9,6.521739130434782,34.0,128
6210,Australia,New Zealand,Auckland,57,85,6,9.771428571428572,47.0,214
43976,New Zealand,Sri Lanka,Colombo,167,5,7,8.71304347826087,48.0,170
13370,Pakistan,Bangladesh,Mirpur,18,89,7,3.4838709677419355,18.0,129
50591,Bangladesh,India,Mirpur,112,17,5,6.524271844660194,34.0,138
5513,South Africa,West Indies,Johannesburg,186,26,6,11.872340425531915,56.0,231
6003,New Zealand,England,Christchurch,90,45,7,7.2,39.0,153
12413,Sri Lanka,Pakistan,Mirpur,81,54,10,7.363636363636363,37.0,150
47553,West Indies,India,Lauderhill,115,67,10,13.018867924528301,71.0,245
36112,Australia,India,Sydney,102,52,8,9.0,37.0,194
12873,West Indies,New Zealand,Auckland,21,90,9,4.2,21.0,126
819,Pakistan,New Zealand,Dubai,90,42,9,6.923076923076923,45.0,166
26655,Sri Lanka,Pakistan,Abu Dhabi,133,15,6,7.6,30.0,141
6240,Australia,New Zealand,Auckland,92,55,6,8.492307692307692,35.0,214
45515,West Indies,Australia,Colombo,146,22,7,8.938775510204081,57.0,205
22026,West Indies,Pakistan,Abu Dhabi,91,15,5,5.2,25.0,103
48451,South Africa,Sri Lanka,Colombo,58,43,6,4.51948051948052,21.0,115
7364,Australia,England,Adelaide,105,37,8,7.590361445783133,21.0,157
6097,New Zealand,Sri Lanka,Johannesburg,59,72,8,7.375,40.0,164
25201,India,New Zealand,Christchurch,133,12,3,7.388888888888889,33.0,162
47033,New Zealand,England,Wellington,41,92,9,8.785714285714286,41.0,176
21982,West Indies,Pakistan,Abu Dhabi,48,58,6,4.645161290322581,27.0,103
14183,Pakistan,South Africa,St Lucia,132,20,5,7.92,60.0,148
44076,India,England,Colombo,51,85,9,8.742857142857142,45.0,170
44608,Sri Lanka,Australia,Melbourne,74,49,7,6.253521126760563,35.0,161
22627,West Indies,England,Pallekele,118,39,9,8.74074074074074,34.0,179
7363,Australia,England,Adelaide,103,38,8,7.536585365853658,19.0,157
46290,West Indies,England,London,44,90,10,8.8,44.0,125
49443,England,West Indies,London,100,46,7,8.108108108108109,37.0,161
42404,Sri Lanka,Pakistan,Colombo,40,78,10,5.714285714285714,28.0,139
24760,India,Pakistan,Bangalore,50,77,10,6.976744186046512,40.0,133
19257,Sri Lanka,India,Colombo,75,71,8,9.183673469387756,41.0,152
4130,Bangladesh,India,Mirpur,32,87,8,5.818181818181818,32.0,120
3454,New Zealand,Pakistan,London,88,24,3,5.5,22.0,99
37026,South Africa,England,Cape Town,141,6,3,7.421052631578948,50.0,154
33164,Pakistan,South Africa,Centurion,129,26,5,8.23404255319149,38.0,168
34789,New Zealand,England,London,183,14,7,10.358490566037736,59.0,201
29329,West Indies,India,Mirpur,83,24,6,5.1875,31.0,129
30386,India,Australia,Melbourne,29,85,6,4.9714285714285715,24.0,74
10182,India,Sri Lanka,Pallekele,77,56,9,7.21875,27.0,155
12391,Sri Lanka,Pakistan,Mirpur,55,76,10,7.5,46.0,150
35962,Australia,India,Melbourne,41,80,6,6.15,31.0,132
48046,South Africa,West Indies,London,70,74,9,9.130434782608695,49.0,183
2079,India,Australia,Durban,26,90,10,5.2,26.0,188
