,batting_team,bowling_team,city,current_score,balls_left,wickets_left,current_run_rate,last_five_over_runs,final_score
34370,India,South Africa,Cape Town,83,58,8,8.03225806451613,30.0,172
40920,New Zealand,Pakistan,Barbados,40,88,9,7.5,37.0,133
28543,Bangladesh,India,Colombo,166,0,2,8.3,55.0,166
33527,New Zealand,Sri Lanka,Lauderhill,72,42,6,5.538461538461538,29.0,120
2105,India,Australia,Durban,50,64,8,5.357142857142857,29.0,188
578,South Africa,England,Cape Town,95,39,7,7.037037037037037,33.0,191
27135,Sri Lanka,India,Mirpur,91,32,6,6.204545454545454,44.0,138
41566,Pakistan,England,Manchester,109,48,9,9.083333333333334,51.0,195
34137,West Indies,Bangladesh,Mirpur,78,47,8,6.410958904109589,26.0,132
19010,New Zealand,India,Auckland,64,71,9,7.836734693877551,41.0,132
29722,India,West Indies,Mumbai,180,6,8,9.473684210526315,59.0,192
29345,West Indies,India,Mirpur,106,11,5,5.834862385321101,38.0,129
5530,South Africa,West Indies,Johannesburg,213,11,6,11.724770642201834,56.0,231
46604,Sri Lanka,West Indies,Barbados,146,22,9,8.938775510204081,46.0,195
37347,England,South Africa,Durban,107,43,7,8.337662337662337,29.0,204
8961,Afghanistan,West Indies,St Kitts,97,30,6,6.466666666666667,36.0,146
14260,England,South Africa,Johannesburg,66,64,7,7.071428571428571,43.0,171
43077,New Zealand,Pakistan,Wellington,128,32,6,8.727272727272727,43.0,196
15865,Pakistan,New Zealand,Christchurch,121,29,6,7.978021978021978,31.0,183
29758,Bangladesh,West Indies,St Kitts,35,90,7,7.0,35.0,118
46727,Afghanistan,West Indies,St Kitts,70,23,2,4.329896907216495,24.0,110
16348,India,Bangladesh,Colombo,111,32,9,7.568181818181818,41.0,176
43152,New Zealand,Sri Lanka,Auckland,33,82,6,5.2105263157894735,22.0,179
45960,West Indies,England,London,84,70,9,10.08,46.0,208
40869,Australia,South Africa,Cape Town,164,13,6,9.19626168224299,38.0,193
9772,India,Pakistan,Johannesburg,39,92,9,8.357142857142858,38.0,157
49144,Pakistan,Bangladesh,Mirpur,44,90,9,8.8,39.0,135
21780,West Indies,New Zealand,Lauderhill,149,22,8,9.122448979591837,61.0,209
37702,England,Pakistan,Dubai,65,60,9,6.5,39.0,148
31555,Sri Lanka,Pakistan,London,96,20,4,5.76,29.0,138
4990,South Africa,Afghanistan,Mumbai,94,54,8,8.545454545454545,28.0,209
39651,Australia,England,Southampton,143,45,8,11.44,61.0,248
31441,Sri Lanka,Bangladesh,Colombo,138,11,5,7.5963302752293576,51.0,159
39997,West Indies,New Zealand,Auckland,131,48,5,10.916666666666666,58.0,180
5897,India,Pakistan,Durban,97,30,5,6.466666666666667,32.0,141
39283,England,Australia,Melbourne,83,38,6,6.073170731707317,23.0,137
47953,New Zealand,England,Wellington,119,42,9,9.153846153846153,58.0,196
47780,Sri Lanka,Australia,Pallekele,45,89,9,8.709677419354838,45.0,157
3111,Bangladesh,Sri Lanka,Mirpur,62,54,7,5.636363636363637,21.0,147
6006,New Zealand,England,Christchurch,93,42,7,7.153846153846154,40.0,153
26589,Sri Lanka,Pakistan,Abu Dhabi,67,80,8,10.05,49.0,141
2517,West Indies,England,Nottingham,115,21,6,6.96969696969697,51.0,172
14140,Pakistan,South Africa,St Lucia,48,63,7,5.052631578947368,30.0,148
14861,England,West Indies,Kolkata,43,77,7,6.0,34.0,155
46843,New Zealand,West Indies,Mount Maunganui,160,30,8,10.666666666666666,74.0,238
45974,West Indies,England,London,99,56,8,9.28125,38.0,208
33995,India,Sri Lanka,Mirpur,52,64,9,5.571428571428571,32.0,130
21582,Sri Lanka,England,Pallekele,41,87,9,7.454545454545454,37.0,169
19980,New Zealand,Bangladesh,Mirpur,59,87,10,10.727272727272727,53.0,204
48108,South Africa,West Indies,London,164,12,4,9.11111111111111,51.0,183
40935,New Zealand,Pakistan,Barbados,49,73,8,6.25531914893617,24.0,133
32614,Sri Lanka,Pakistan,Dubai,44,80,8,6.6,34.0,145
16492,New Zealand,Sri Lanka,Mount Maunganui,165,8,6,8.839285714285714,50.0,182
38761,Sri Lanka,England,Chittagong,55,76,9,7.5,41.0,189
2284,England,Pakistan,Dubai,137,9,4,7.405405405405405,33.0,150
36866,Pakistan,New Zealand,Dubai,106,41,6,8.050632911392405,47.0,161
34169,West Indies,Bangladesh,Mirpur,112,16,4,6.461538461538462,33.0,132
196,West Indies,Australia,St Lucia,71,49,7,6.0,29.0,150
23951,Sri Lanka,Pakistan,Lahore,58,79,8,8.487804878048781,42.0,182
16308,India,Bangladesh,Colombo,63,71,10,7.714285714285714,44.0,176
47530,West Indies,India,Lauderhill,64,90,10,12.8,63.0,245
9276,England,New Zealand,Hamilton,39,88,8,7.3125,29.0,194
5208,Australia,India,Barbados,58,79,10,8.487804878048781,47.0,184
5663,Pakistan,Sri Lanka,Lahore,173,1,7,8.722689075630251,65.0,180
23643,West Indies,India,Barbados,139,20,8,8.34,59.0,169
32285,Australia,Sri Lanka,Melbourne,105,33,8,7.241379310344827,37.0,168
49676,England,Pakistan,London,88,66,8,9.777777777777779,46.0,185
3216,New Zealand,England,Auckland,110,72,8,13.75,55.0,146
10201,India,Sri Lanka,Pallekele,108,38,8,7.902439024390244,43.0,155
39065,Sri Lanka,Australia,Pallekele,178,6,7,9.368421052631579,68.0,198
49311,India,Afghanistan,Colombo,73,52,7,6.4411764705882355,34.0,159
4187,Bangladesh,India,Mirpur,118,32,5,8.045454545454545,51.0,120
30972,England,Australia,Southampton,56,83,9,9.08108108108108,48.0,162
41170,West Indies,South Africa,Johannesburg,31,87,8,5.636363636363637,30.0,131
24284,New Zealand,India,Auckland,84,63,9,8.842105263157896,34.0,203
7230,Bangladesh,Pakistan,Cape Town,93,49,6,7.859154929577465,38.0,140
25641,Pakistan,Australia,Sydney,58,69,8,6.823529411764706,40.0,107
18427,South Africa,England,Chittagong,120,32,7,8.181818181818182,38.0,196
50534,Bangladesh,India,Mirpur,41,74,7,5.3478260869565215,21.0,138
5040,South Africa,Afghanistan,Mumbai,190,5,6,9.91304347826087,67.0,209
21981,West Indies,Pakistan,Abu Dhabi,44,59,6,4.327868852459017,23.0,103
33787,New Zealand,Pakistan,Hamilton,117,30,7,7.8,34.0,185
19412,India,England,Manchester,117,37,6,8.457831325301205,46.0,165
33777,New Zealand,Pakistan,Hamilton,98,40,7,7.35,34.0,185
36344,Pakistan,West Indies,Dubai,62,66,8,6.888888888888889,36.0,160
8078,England,West Indies,Barbados,105,45,9,8.4,28.0,165
11894,South Africa,New Zealand,Chittagong,39,84,8,6.5,36.0,170
19805,Pakistan,Bangladesh,Kolkata,176,12,6,9.777777777777779,58.0,201
5450,South Africa,West Indies,Johannesburg,65,85,8,11.142857142857142,54.0,231
20401,Australia,Pakistan,Dubai,132,38,8,9.658536585365853,50.0,168
13551,India,Sri Lanka,Colombo,117,33,7,8.068965517241379,41.0,174
47581,West Indies,India,Lauderhill,182,40,9,13.65,69.0,245
20890,Australia,Sri Lanka,Barbados,87,35,5,6.141176470588236,26.0,168
40681,Australia,India,Melbourne,53,73,7,6.76595744680851,33.0,131
12275,India,England,Kolkata,54,71,7,6.612244897959184,42.0,120
8280,South Africa,England,Mumbai,82,85,10,14.057142857142857,81.0,229
3504,New Zealand,Australia,Sydney,29,87,7,5.2727272727272725,22.0,117
31305,Pakistan,Sri Lanka,Colombo,139,23,6,8.597938144329897,47.0,172
10781,Sri Lanka,England,London,65,74,8,8.478260869565217,41.0,183
42565,West Indies,Australia,Colombo,105,43,7,8.181818181818182,29.0,191
47954,New Zealand,England,Wellington,119,41,9,9.037974683544304,57.0,196
25586,Pakistan,New Zealand,Hamilton,162,4,4,8.379310344827585,52.0,168
24538,West Indies,England,London,88,55,8,8.123076923076923,38.0,169
7749,West Indies,Australia,St Lucia,98,12,1,5.444444444444445,18.0,105
21332,England,South Africa,Cape Town,52,81,9,8.0,30.0,134
29687,India,West Indies,Mumbai,114,40,9,8.55,46.0,192
19046,New Zealand,India,Auckland,90,35,6,6.352941176470588,20.0,132
22338,India,South Africa,Johannesburg,84,77,8,11.720930232558139,57.0,203
44098,India,England,Colombo,75,64,9,8.035714285714286,39.0,170
40060,England,India,Manchester,53,86,9,9.352941176470589,47.0,159
17287,India,New Zealand,Wellington,51,85,8,8.742857142857142,37.0,165
6136,New Zealand,Sri Lanka,Johannesburg,113,35,5,7.976470588235294,36.0,164
34968,Sri Lanka,Bangladesh,Johannesburg,46,78,8,6.571428571428571,34.0,147
49362,India,Afghanistan,Colombo,148,4,6,7.655172413793103,38.0,159
25645,Pakistan,Australia,Sydney,60,65,8,6.545454545454546,29.0,107
34531,Australia,Pakistan,Dubai,74,24,4,4.625,20.0,89
43587,England,Sri Lanka,Colombo,152,24,5,9.5,45.0,187
5233,Australia,India,Barbados,105,54,9,9.545454545454545,52.0,184
34414,India,South Africa,Cape Town,139,16,6,8.01923076923077,30.0,172
15698,Australia,England,Southampton,53,71,7,6.489795918367347,43.0,157
22027,West Indies,Pakistan,Abu Dhabi,92,14,5,5.2075471698113205,26.0,103
2027,New Zealand,South Africa,Durban,66,32,2,4.5,20.0,86
47417,England,Pakistan,Dubai,49,77,8,6.837209302325581,31.0,172
32236,Australia,Sri Lanka,Melbourne,49,81,10,7.538461538461538,42.0,168
37566,Sri Lanka,South Africa,Cape Town,58,69,7,6.823529411764706,42.0,134
18135,Sri Lanka,New Zealand,Auckland,40,85,7,6.857142857142857,27.0,115
5269,Australia,India,Barbados,167,19,7,9.92079207920792,54.0,184
20237,New Zealand,Bangladesh,Mount Maunganui,43,79,7,6.2926829268292686,30.0,194
29924,New Zealand,Bangladesh,Mount Maunganui,100,51,7,8.695652173913043,47.0,195
41956,South Africa,New Zealand,Johannesburg,108,31,5,7.280898876404494,20.0,133
40573,South Africa,Bangladesh,Mirpur,95,58,10,9.193548387096774,54.0,169
10113,Pakistan,South Africa,Cape Town,171,4,7,8.844827586206897,40.0,176
24531,West Indies,England,London,72,62,8,7.448275862068965,28.0,169
20169,West Indies,Australia,Barbados,141,28,4,9.195652173913043,28.0,160
23629,West Indies,India,Barbados,111,34,9,7.744186046511628,47.0,169
50355,South Africa,Sri Lanka,Centurion,173,4,7,8.948275862068966,47.0,180
68,West Indies,India,Lauderhill,45,54,5,4.090909090909091,12.0,95
11899,South Africa,New Zealand,Chittagong,43,79,7,6.2926829268292686,33.0,170
21718,West Indies,New Zealand,Lauderhill,46,78,9,6.571428571428571,30.0,209
6416,South Africa,India,Johannesburg,213,1,6,10.739495798319327,72.0,219
3817,Sri Lanka,Bangladesh,Pallekele,132,26,6,8.425531914893616,41.0,198
33015,Pakistan,South Africa,Abu Dhabi,58,49,5,4.901408450704225,19.0,120
22330,India,South Africa,Johannesburg,78,83,8,12.64864864864865,55.0,203
12408,Sri Lanka,Pakistan,Mirpur,66,59,10,6.491803278688525,36.0,150
25211,India,New Zealand,Christchurch,158,2,3,8.033898305084746,47.0,162
27981,England,New Zealand,Christchurch,85,59,6,8.360655737704919,24.0,193
8367,South Africa,England,Mumbai,229,0,6,11.45,62.0,229
42572,West Indies,Australia,Colombo,124,36,7,8.857142857142858,36.0,191
45079,West Indies,Pakistan,Barbados,37,77,8,5.162790697674419,25.0,111
47572,West Indies,India,Lauderhill,168,49,9,14.19718309859155,77.0,245
12957,West Indies,New Zealand,Auckland,111,7,4,5.893805309734513,32.0,126
40313,South Africa,West Indies,Nagpur,47,72,6,5.875,27.0,122
14727,West Indies,Pakistan,Trinidad,35,91,9,7.241379310344827,35.0,124
27740,South Africa,Sri Lanka,Johannesburg,88,52,9,7.764705882352941,48.0,198
7849,India,New Zealand,Delhi,140,30,10,9.333333333333334,60.0,202
18534,India,Bangladesh,Delhi,75,50,7,6.428571428571429,38.0,148
10167,India,Sri Lanka,Pallekele,63,71,9,7.714285714285714,39.0,155
4887,South Africa,Afghanistan,Barbados,89,37,6,6.433734939759036,19.0,139
46696,Afghanistan,West Indies,St Kitts,46,54,5,4.181818181818182,13.0,110
24938,Pakistan,Australia,Dubai,112,26,7,7.148936170212766,40.0,151
34965,Sri Lanka,Bangladesh,Johannesburg,42,81,8,6.461538461538462,34.0,147
28076,South Africa,England,Centurion,57,89,10,11.03225806451613,55.0,241
9069,Australia,West Indies,Mirpur,106,45,5,8.48,50.0,178
36366,Pakistan,West Indies,Dubai,87,45,7,6.96,34.0,160
27289,Sri Lanka,Bangladesh,Colombo,199,5,6,10.382608695652173,52.0,214
26358,West Indies,Pakistan,St Lucia,82,57,9,7.809523809523809,44.0,150
38926,South Africa,Sri Lanka,Colombo,84,39,2,6.222222222222222,24.0,98
8354,South Africa,England,Mumbai,192,13,6,10.766355140186915,51.0,229
39909,West Indies,Afghanistan,St Kitts,99,37,7,7.156626506024097,25.0,112
36715,Pakistan,West Indies,Trinidad,62,68,8,7.153846153846154,41.0,137
27532,Sri Lanka,West Indies,Pallekele,190,11,7,10.458715596330276,66.0,215
14283,England,South Africa,Johannesburg,106,43,7,8.25974025974026,44.0,171
16665,India,New Zealand,Hamilton,63,85,10,10.8,59.0,179
2468,West Indies,England,Nottingham,43,69,7,5.0588235294117645,26.0,172
20388,Australia,Pakistan,Dubai,112,51,9,9.73913043478261,65.0,168
15134,New Zealand,England,Pallekele,62,56,7,5.8125,23.0,148
14499,Australia,India,Sydney,65,71,10,7.959183673469388,40.0,164
5660,Pakistan,Sri Lanka,Lahore,160,4,8,8.275862068965518,55.0,180
9822,India,Pakistan,Johannesburg,96,43,8,7.48051948051948,46.0,157
2213,England,Pakistan,Dubai,50,78,7,7.142857142857143,38.0,150
49284,India,Afghanistan,Colombo,42,76,8,5.7272727272727275,26.0,159
38531,England,Sri Lanka,Delhi,65,59,8,6.39344262295082,36.0,171
8211,India,South Africa,Colombo,105,34,6,7.325581395348837,39.0,152
9077,Australia,West Indies,Mirpur,112,37,5,8.096385542168674,37.0,178
25863,India,South Africa,Centurion,85,60,7,8.5,40.0,188
40860,Australia,South Africa,Cape Town,154,20,7,9.24,34.0,193
10598,Sri Lanka,Australia,Colombo,114,12,2,6.333333333333333,35.0,128
8325,South Africa,England,Mumbai,142,40,7,10.65,40.0,229
3588,New Zealand,Australia,Sydney,107,7,3,5.68141592920354,38.0,117
19501,New Zealand,West Indies,Mount Maunganui,94,68,10,10.846153846153847,56.0,243
28703,Australia,West Indies,Barbados,57,84,10,9.5,48.0,97
545,South Africa,England,Cape Town,61,72,8,7.625,41.0,191
45751,New Zealand,Pakistan,Cape Town,95,34,6,6.627906976744186,30.0,143
35766,England,South Africa,Barbados,130,26,6,8.297872340425531,37.0,168
38814,Sri Lanka,England,Chittagong,138,24,9,8.625,55.0,189
20365,Australia,Pakistan,Dubai,64,74,10,8.347826086956522,48.0,168
40075,England,India,Manchester,66,71,9,8.081632653061224,38.0,159
42055,New Zealand,South Africa,Johannesburg,71,53,6,6.358208955223881,26.0,129
46342,West Indies,England,London,97,39,8,7.185185185185185,36.0,125
2589,New Zealand,Australia,Auckland,81,75,10,10.8,51.0,243
34879,England,South Africa,Cardiff,117,47,9,9.616438356164384,58.0,181
941,Pakistan,New Zealand,Wellington,52,43,4,4.0519480519480515,17.0,105
22233,South Africa,Australia,Centurion,71,56,7,6.65625,36.0,156
35355,India,South Africa,St Lucia,56,66,8,6.222222222222222,34.0,186
7925,England,Pakistan,Dubai,44,75,7,5.866666666666666,26.0,160
48217,India,West Indies,Lauderhill,124,32,8,8.454545454545455,48.0,167
4765,South Africa,Sri Lanka,Cape Town,109,37,8,7.879518072289157,38.0,169
7185,Bangladesh,Pakistan,Cape Town,32,93,9,7.111111111111111,29.0,140
29278,West Indies,India,Mirpur,39,71,9,4.775510204081633,33.0,129
5390,Australia,Pakistan,Chandigarh,141,21,6,8.545454545454545,47.0,193
40130,England,India,Manchester,135,17,4,7.864077669902913,34.0,159
18370,South Africa,England,Chittagong,47,87,10,8.545454545454545,41.0,196
9907,India,Bangladesh,Nottingham,56,80,10,8.4,41.0,180
31272,Pakistan,Sri Lanka,Colombo,89,55,7,8.215384615384615,40.0,172
6775,Australia,England,Sydney,202,7,5,10.725663716814159,50.0,221
6335,South Africa,India,Johannesburg,57,82,9,9.0,35.0,219
9152,India,Bangladesh,Nagpur,35,89,9,6.774193548387097,34.0,174
27907,New Zealand,Pakistan,Dubai,127,11,5,6.990825688073395,33.0,135
39389,India,West Indies,London,58,57,7,5.523809523809524,25.0,153
31886,South Africa,Pakistan,Dubai,65,62,9,6.724137931034483,28.0,150
35508,New Zealand,South Africa,Durban,118,36,7,8.428571428571429,42.0,151
47362,South Africa,Australia,Cape Town,133,10,7,7.254545454545455,52.0,146
291,India,England,Bangalore,63,79,9,9.21951219512195,54.0,202
8610,Sri Lanka,West Indies,Mirpur,156,0,5,7.8,49.0,160
42412,Sri Lanka,Pakistan,Colombo,47,70,10,5.64,28.0,139
22663,West Indies,England,Pallekele,170,3,5,8.717948717948717,50.0,179
44698,New Zealand,Australia,Christchurch,62,80,8,9.3,42.0,214
33481,New Zealand,Sri Lanka,Lauderhill,32,87,8,5.818181818181818,31.0,120
35871,India,England,Cardiff,80,45,6,6.4,41.0,148
12045,Pakistan,New Zealand,Auckland,78,56,7,7.3125,30.0,171
18827,India,Australia,Mirpur,151,6,5,7.947368421052632,55.0,159
32174,India,South Africa,Durban,139,21,5,8.424242424242424,47.0,168
24380,Sri Lanka,New Zealand,Auckland,33,87,8,6.0,32.0,142
29583,South Africa,New Zealand,London,99,20,5,5.94,36.0,128
23608,West Indies,India,Barbados,72,54,10,6.545454545454546,41.0,169
612,South Africa,England,Cape Town,163,6,7,8.578947368421053,64.0,191
19567,New Zealand,West Indies,Mount Maunganui,226,5,5,11.791304347826086,53.0,243
46680,Afghanistan,West Indies,St Kitts,41,70,7,4.92,20.0,110
16380,India,Bangladesh,Colombo,176,0,7,8.8,59.0,176
48958,Australia,England,Sydney,137,28,6,8.934782608695652,49.0,195
6395,South Africa,India,Johannesburg,155,22,8,9.489795918367347,55.0,219
20238,New Zealand,Bangladesh,Mount Maunganui,44,78,7,6.285714285714286,31.0,194
36836,Pakistan,New Zealand,Dubai,59,70,8,7.08,42.0,161
35616,Pakistan,Bangladesh,Mirpur,85,50,7,7.285714285714286,32.0,190
11831,New Zealand,South Africa,Centurion,139,25,6,8.778947368421052,44.0,177
39616,Australia,England,Southampton,70,79,9,10.24390243902439,54.0,248
41196,West Indies,South Africa,Johannesburg,48,63,7,5.052631578947368,19.0,131
7634,New Zealand,Sri Lanka,Pallekele,138,3,4,7.076923076923077,45.0,142
2101,India,Australia,Durban,48,68,8,5.538461538461538,33.0,188
49790,England,South Africa,Johannesburg,62,77,7,8.651162790697674,53.0,202
9407,Bangladesh,Australia,Mirpur,36,83,8,5.837837837837838,33.0,153
40449,South Africa,West Indies,Cape Town,80,58,7,7.741935483870968,47.0,165
609,South Africa,England,Cape Town,158,9,7,8.54054054054054,62.0,191
34800,New Zealand,England,London,198,3,7,10.153846153846153,47.0,201
10691,New Zealand,Bangladesh,Pallekele,104,44,9,8.210526315789474,55.0,191
39048,Sri Lanka,Australia,Pallekele,142,22,7,8.693877551020408,50.0,198
43959,New Zealand,Sri Lanka,Colombo,141,22,7,8.63265306122449,48.0,170
30656,Pakistan,Australia,Dubai,68,30,3,4.533333333333333,22.0,96
12517,England,Pakistan,Manchester,63,73,9,8.042553191489361,45.0,135
13639,New Zealand,England,Hamilton,77,65,9,8.4,43.0,192
47215,England,Australia,Cape Town,101,33,5,6.9655172413793105,42.0,135
10432,New Zealand,India,Hamilton,111,53,9,9.940298507462687,41.0,212
6158,New Zealand,Sri Lanka,Johannesburg,146,14,5,8.264150943396226,44.0,164
30310,New Zealand,Pakistan,Dubai,83,35,6,5.858823529411764,28.0,144
19309,Sri Lanka,India,Colombo,133,23,4,8.22680412371134,22.0,152
20432,Australia,Pakistan,Dubai,159,7,4,8.442477876106194,26.0,168
4408,Pakistan,Australia,Colombo,108,30,7,7.2,48.0,149
38,West Indies,India,Lauderhill,33,83,5,5.351351351351352,26.0,95
20515,West Indies,Sri Lanka,Pallekele,70,44,8,5.526315789473684,32.0,129
46165,West Indies,Pakistan,Mirpur,32,90,8,6.4,32.0,166
2289,England,Pakistan,Dubai,141,4,3,7.293103448275862,30.0,150
31281,Pakistan,Sri Lanka,Colombo,101,46,7,8.18918918918919,43.0,172
19653,England,Australia,Southampton,92,42,7,7.076923076923077,39.0,145
45615,Australia,Sri Lanka,Pallekele,143,45,9,11.44,60.0,263
38705,Pakistan,New Zealand,Abu Dhabi,124,11,4,6.825688073394495,34.0,148
12059,Pakistan,New Zealand,Auckland,94,42,7,7.230769230769231,36.0,171
14642,Bangladesh,South Africa,Cape Town,101,57,5,9.619047619047619,36.0,144
36830,Pakistan,New Zealand,Dubai,54,76,9,7.363636363636363,47.0,161
10470,New Zealand,India,Hamilton,183,17,7,10.660194174757281,59.0,212
13314,Sri Lanka,West Indies,Bangalore,91,23,5,5.628865979381444,31.0,122
7558,New Zealand,Sri Lanka,Pallekele,45,79,8,6.585365853658536,37.0,142
23663,West Indies,India,Barbados,165,1,4,8.319327731092438,51.0,169
16499,New Zealand,Sri Lanka,Mount Maunganui,181,1,6,9.126050420168067,54.0,182
36024,Australia,India,Melbourne,102,20,3,6.12,37.0,132
40013,West Indies,New Zealand,Auckland,146,33,3,10.068965517241379,51.0,180
47424,England,Pakistan,Dubai,60,70,8,7.2,36.0,172
5603,Pakistan,Sri Lanka,Lahore,71,60,9,7.1,34.0,180
46723,Afghanistan,West Indies,St Kitts,65,27,2,4.193548387096774,20.0,110
26233,South Africa,India,Johannesburg,57,60,6,5.7,26.0,126
47853,Sri Lanka,Australia,Pallekele,134,17,4,7.805825242718447,26.0,157
10714,New Zealand,Bangladesh,Pallekele,138,21,8,8.363636363636363,48.0,191
37245,Pakistan,India,Mirpur,63,37,3,4.554216867469879,20.0,83
26745,New Zealand,South Africa,Hamilton,98,47,8,8.054794520547945,40.0,173
34847,England,South Africa,Cardiff,54,77,9,7.534883720930233,40.0,181
37975,Pakistan,England,Cardiff,79,39,7,5.851851851851852,24.0,126
47219,England,Australia,Cape Town,109,29,5,7.186813186813187,42.0,135
41256,West Indies,South Africa,Johannesburg,123,5,3,6.417391304347826,44.0,131
41451,Pakistan,India,Kolkata,55,53,8,4.925373134328358,26.0,118
37844,Pakistan,England,Barbados,87,44,6,6.868421052631579,29.0,147
22826,New Zealand,West Indies,Auckland,43,85,8,7.371428571428571,35.0,155
24410,Sri Lanka,New Zealand,Auckland,66,57,6,6.285714285714286,33.0,142
9361,England,New Zealand,Hamilton,176,6,4,9.263157894736842,53.0,194
31261,Pakistan,Sri Lanka,Colombo,66,66,7,7.333333333333333,29.0,172
41209,West Indies,South Africa,Johannesburg,56,50,7,4.8,24.0,131
22516,Australia,Sri Lanka,Adelaide,179,28,9,11.673913043478262,57.0,233
12087,Pakistan,New Zealand,Auckland,149,15,4,8.514285714285714,57.0,171
6822,Pakistan,England,Manchester,53,80,8,7.95,43.0,190
35150,South Africa,Australia,Sydney,122,20,6,7.32,30.0,145
2002,New Zealand,South Africa,Durban,54,57,4,5.142857142857143,31.0,86
